code,ticker,name,name_jp,market,sector33,sector17,yf_sector,yf_industry,currency,price,book_value_per_share,pbr,market_cap,trailing_pe,forward_pe,roe,trailing_eps,total_revenue,operating_margins,profit_margins,total_cash,total_debt,dividend_yield,fetched_at,score,net_income_years,net_income_4y_mean,net_income_4y_cv,net_income_4y_min,net_income_all_positive_4y,revenue_4y_mean,revenue_3y_cagr,roe_3y_mean,roe_3y_min,fcf_5y_mean,fcf_yield_5y,net_buyback_4y,shares_change_4y
8935,8935.T,"FJ Next Holdings Co., Ltd.",ＦＪネクストホールディングス,プライム（内国株式）,不動産業,不動産,Real Estate,Real Estate - Diversified,JPY,1504.0,2325.005,0.6468804,49259286528,6.6808815,,0.10465,225.12,125854998528.0,0.07429,0.060879998,18493999104.0,15662999552.0,3.69,2026-04-30,0.192,4,6223750000.0,0.05658667645481629,5621000000.0,True,94945000000.0,0.10977107352012427,0.09422148464891549,0.09199006739978716,2047500000.0,0.041565766463875976,-0.0,0.0014038335041532957
7523,7523.T,"Art Vivant Co., Ltd.",アールビバン,スタンダード（内国株式）,小売業,小売,Consumer Cyclical,Personal Services,JPY,1589.0,1773.778,0.895828,14471132160,10.630896,,0.090129994,149.47,11484999680.0,0.33263,0.124510005,7261000192.0,11025999872.0,1.87,2026-04-30,0.192,4,1384410000.0,0.16789534870133496,1150260000.0,True,10679056000.0,0.015300612780285494,0.09515411145438461,0.08114728681375577,245103250.0,0.016937392823865968,2101285000.0,-0.1586082948934091
4005,4005.T,"Sumitomo Chemical Company, Limited",住友化学,プライム（内国株式）,化学,素材・化学,Basic Materials,Chemicals,JPY,505.4,629.0,0.8034976,827538210816,9.751109,12.97561,0.12083,51.83,2407775076352.0,0.15158,0.04044,276883013632.0,1221485002752.0,2.65,2026-04-30,0.191,4,-26032500000.0,6.718424833173382,-311838000000.0,False,2678444500000.0,-0.01955050139545733,-0.08155173125703916,-0.29185402525568044,-21478333333.333332,-0.025954491348688862,,0.0010576301341740368
6191,6191.T,AirTrip Corp.,エアトリ,プライム（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Travel Services,JPY,685.0,713.164,0.9605084,15598652416,8.655547,7.67421,0.15899,79.14,29682999296.0,0.14827,0.08631,12483999744.0,6616999936.0,1.46,2026-04-30,0.167,4,1694500000.0,0.15772131586574378,1274000000.0,True,22912500000.0,0.2740707521001735,0.1318663375014192,0.1183739837398374,2411250000.0,0.1545806609247033,,0.012803989826131179
9115,9115.T,"Meiji Shipping Group Co., Ltd.",明海グループ,スタンダード（内国株式）,海運業,運輸・物流,Industrials,Integrated Freight & Logistics,JPY,1274.0,1525.678,0.8350386,43387781120,8.900377,,0.13999,143.14,64422998016.0,0.10329001,0.091800004,56364998656.0,149697003520.0,0.36,2026-04-30,0.159,4,4429710250.0,0.33022143066332804,2812147000.0,True,59109759500.0,0.1381327933718579,0.13738860721787177,0.06212622724504236,4793872250.0,0.11048899312784216,106000.0,0.012686671839560626
7888,7888.T,Sanko Gosei Ltd.,三光合成,プライム（内国株式）,化学,素材・化学,Technology,Semiconductor Equipment & Materials,JPY,866.0,1187.78,0.7290912,26398939136,6.594578,7.2347536,0.12641,131.32,96659996672.0,0.058080003,0.043920003,13537999872.0,26383998976.0,3.26,2026-04-30,0.155,4,2594000000.0,0.30211063855479564,1811000000.0,True,82914750000.0,0.1153347079953213,0.10178140947014719,0.08680706549874719,2039500000.0,0.07725689238848056,-0.0,-1.8698443960962763e-06
7460,7460.T,"Yagi & Co.,Ltd.",ヤギ,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Cyclical,Textile Manufacturing,JPY,3805.0,5668.567,0.6712455,30902128640,8.893096,,0.096190006,427.86,85096996864.0,0.10767,0.04995,8053000192.0,17487998976.0,3.86,2026-04-30,0.146,4,1520092000.0,0.5806006462838876,366568000.0,True,82542096000.0,0.024553465705562383,0.04867635936171493,0.02855710615615492,2090033750.0,0.06763397351516559,-0.0,0.006879308274288398
8596,8596.T,"Kyushu Leasing Service Co., Ltd.",九州リースサービス,スタンダード（内国株式）,その他金融業,金融（除く銀行）,Industrials,Rental & Leasing Services,JPY,1399.0,1958.814,0.7142077,31630030848,8.7448435,,0.083179995,159.98,30862999552.0,0.18495001,0.11642,4176999936.0,160576995328.0,4.26,2026-04-30,0.139,4,3651500000.0,0.3770285479177893,2127000000.0,True,34799500000.0,0.10002132819468557,0.11032045983722183,0.07882079131109387,-9893500000.0,-0.3127881868830228,283000000.0,-0.006221506870471516
8609,8609.T,Okasan Securities Group Inc.,岡三証券グループ,プライム（内国株式）,証券、商品先物取引業,金融（除く銀行）,Financial Services,Capital Markets,JPY,904.0,1096.042,0.8247859,180876574720,8.491452,,0.097270004,106.46,91847999488.0,0.23077999,0.23256001,646928990208.0,541029007360.0,4.29,2026-04-30,0.138,4,8855250000.0,0.5567397640268132,529000000.0,True,79957750000.0,0.00071103155274721,0.04365814162381062,0.003095676294083396,-11319500000.0,-0.06258134873198908,12897000000.0,0.01798892167265964
7235,7235.T,"Tokyo Radiator Mfg.Co.,Ltd.",東京ラヂエーター製造,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,1423.0,2413.97,0.5894854,13552386048,7.0760813,,0.0848,201.1,35263574016.0,0.0719,0.05589,9665716224.0,0.0,4.13,2026-04-30,0.131,4,396045500.0,2.928740900898414,-801048000.0,False,31558848000.0,0.08065901723130797,0.04041637020838653,-0.03690312671242741,554361750.0,0.04090510320740238,3723023000.0,-0.3443219056657054
9686,9686.T,"Toyo Tec Co.,Ltd.",東洋テック,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Industrials,Security & Protection Services,JPY,1536.0,2243.879,0.68452895,15990556672,7.5709777,,0.107480004,202.88,44429000704.0,0.072129995,0.05422,12769999872.0,8245000192.0,4.29,2026-04-30,0.119,4,630080750.0,0.16932217720349205,459515000.0,True,30944737500.0,0.08338685516157929,0.032724888103858756,0.0298660511955792,-360026750.0,-0.022514960384738755,770000000.0,-0.011812754740703424
7327,7327.T,"Daishi Hokuetsu Financial Group, Inc.",第四北越フィナンシャルグループ,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,1958.0,2084.957,0.9391081,513412300800,13.677005,,0.08083,143.16,202487005184.0,0.37433997,0.20758,2020551950336.0,1468983017472.0,3.14,2026-04-30,0.115,4,20866000000.0,0.25631256914265294,15144000000.0,True,132666500000.0,0.0411233244541771,0.049471093883242535,0.042110252642555815,120147750000.0,0.23401805880534135,8840000000.0,-0.03907146638120562
9691,9691.T,"Ryomo Systems Co.,Ltd.",両毛システムズ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Software - Application,JPY,3865.0,4254.068,0.90854216,13521833984,6.901909,,0.15145001,559.99,26211000320.0,0.111829996,0.08035,4071000064.0,4506999808.0,1.14,2026-04-30,0.114,4,1173190250.0,0.2148052356535295,944888000.0,True,18347854750.0,0.1320394077365834,0.10535019560441476,0.08092908696758354,-383047000.0,-0.028328036008521372,,-2.5723605008853845e-05
4301,4301.T,Amuse Inc.,アミューズ,プライム（内国株式）,サービス業,情報通信・サービスその他,Communication Services,Entertainment,JPY,1970.0,2317.333,0.8501152,31929475072,6.7902937,18.942308,0.14023,290.12,69329002496.0,0.096049994,0.07516,31126999040.0,221000000.0,2.02,2026-04-30,0.101,4,1323750000.0,0.4082971034379901,391000000.0,True,53560000000.0,0.20734184413941592,0.036223214803851184,0.011515749480907712,1376000000.0,0.043094977192614715,1692000000.0,-0.04697382815734141
6797,6797.T,"Nagoya Electric Works Co., Ltd.",名古屋電機工業,スタンダード（内国株式）,電気機器,電機・精密,Industrials,Security & Protection Services,JPY,1233.0,1922.448,0.64136976,14493612032,6.5637474,,0.088,187.85,17079000064.0,0.08663999,0.11241999,6969999872.0,0.0,3.67,2026-04-30,0.077,4,1868573750.0,0.13056270013526036,1597153000.0,True,17558589000.0,-0.002267818948144429,0.09121048532494268,0.08454585617224566,-193206000.0,-0.013330424436187916,,0.005589008648733795
9503,9503.T,"The Kansai Electric Power Company, Incorporated",関西電力,プライム（内国株式）,電気・ガス業,電力・ガス,Utilities,Utilities - Renewable,JPY,2505.5,3031.834,0.8263975,2791285981184,6.44684,7.626396,0.12425,388.64,4133611896832.0,0.1182,0.09635,713609969664.0,4363732123648.0,3.55,2026-04-30,0.068,4,241437000000.0,0.7925695474838703,17679000000.0,True,3800066250000.0,0.1499767304330446,0.12842962838774194,0.01025359062717767,567160500000.0,0.2031896780993481,,0.24824772495394742
3946,3946.T,"Tomoku Co., Ltd.",トーモク,プライム（内国株式）,パルプ・紙,素材・化学,Consumer Cyclical,Packaging & Containers,JPY,3490.0,5936.438,0.5878946,57573113856,7.7872233,6.2905555,0.080649994,448.17,222415994880.0,0.060300004,0.03418,15628999680.0,70017998848.0,3.73,2026-04-30,0.059,4,5761750000.0,0.08981863146596737,5251000000.0,True,212490750000.0,0.02154779090738712,0.06734649032743005,0.06288466208971845,2059750000.0,0.03577624800964874,6000000.0,0.0028638999515699926
6382,6382.T,Trinity Industrial Corporation,トリニティ工業,スタンダード（内国株式）,機械,機械,Consumer Cyclical,Auto Parts,JPY,1302.0,2072.784,0.62814075,21010053120,7.807628,,0.08242,166.76,38960001024.0,0.0877,0.06899,10236000256.0,174000000.0,4.65,2026-04-30,0.057,4,1885699000.0,0.219456581593602,1267565000.0,True,35104753500.0,0.055901638193862624,0.0650536405870297,0.046729135616886595,-143715250.0,-0.0068403087407329696,281282000.0,-0.019654311648188094
6349,6349.T,Komori Corporation,小森コーポレーション,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1516.0,2256.76,0.6717595,80443572224,9.35456,33.91499,0.08365,162.06,119576002560.0,0.114209995,0.08101,52144001024.0,9774000128.0,4.62,2026-04-30,0.039,4,5940750000.0,0.15736644208237313,4641000000.0,True,100216250000.0,0.08218160676154884,0.05310957946133246,0.041918628544589914,3815000000.0,0.047424547350742974,2702000000.0,-0.02686832061418709
2329,2329.T,Tohokushinsha Film Corporation,東北新社,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Entertainment,JPY,602.0,628.042,0.95853466,82889744384,8.772952,,0.16194001,68.62,47584002048.0,0.09395,0.27787,49223999488.0,0.0,4.49,2026-04-30,0.039,4,4646250000.0,0.4689038387973953,3068000000.0,True,51796250000.0,-0.046841912273410835,0.06421487592456156,0.04151098391499059,3273000000.0,0.03948618763784943,,0.0006568852918229506
9031,9031.T,"Nishi-Nippon Railroad Co., Ltd.",西日本鉄道,プライム（内国株式）,陸運業,運輸・物流,Industrials,Railroads,JPY,2855.5,3550.275,0.8043039,215608918016,7.831656,14.368018,0.12707,364.61,470321004544.0,0.07959,0.06893,49782001664.0,356583014400.0,1.7,2026-04-30,0.036,4,18443500000.0,0.29510085650916784,9873000000.0,True,444236500000.0,0.012588651116359317,0.10109004291982919,0.0869694227879948,38047500000.0,0.17646533524729507,3749000000.0,-0.016468020831616914
9202,9202.T,ANA Holdings Inc.,ＡＮＡホールディングス,プライム（内国株式）,空運業,運輸・物流,Industrials,Airlines,JPY,2601.5,3088.879,0.84221494,1178749632512,9.170867,9.259984,0.12322,283.67,2436455989248.0,0.12094,0.06494,1229950025728.0,1188294033408.0,2.28,2026-04-30,0.026,4,63993250000.0,1.9194607269804136,-143628000000.0,False,1761398000000.0,0.3038939894400774,0.13777185041832848,0.10782517949373008,105102500000.0,0.08916439683295513,16000000.0,-0.0007963089301302739
7927,7927.T,Muto Seiko Co.,ムトー精工,スタンダード（内国株式）,化学,素材・化学,Technology,Electronic Components,JPY,1942.0,2921.368,0.6647571,13481094144,7.849002,,0.088520005,247.42,28746999808.0,0.08596,0.061329998,11294000128.0,6758000128.0,7.25,2026-04-30,0.021,4,1276355000.0,0.3658876655645815,521260000.0,True,25071550750.0,0.10881788502190326,0.0931573850611183,0.0831432574091908,481166500.0,0.03569194717137642,200267000.0,-0.01915187209880198
4569,4569.T,"KYORIN Pharmaceutical Co., Ltd.",杏林製薬,プライム（内国株式）,医薬品,医薬品,Healthcare,Drug Manufacturers - Specialty & Generic,JPY,1558.0,2417.367,0.6445029,89509699584,9.597142,14.838096,0.08006,162.34,133257003008.0,0.09616,0.080790006,17809000448.0,29383999488.0,3.66,2026-04-30,0.018,4,5804000000.0,0.33973918265217334,3932000000.0,True,117105750000.0,0.07221159564752244,0.049528598247882305,0.03778898814643533,-2806250000.0,-0.03135135089316758,,0.002563840076886814
6505,6505.T,Toyo Denki Seizo K.K.,東洋電機製造,スタンダード（内国株式）,電気機器,電機・精密,Industrials,Specialty Industrial Machinery,JPY,2496.0,3443.212,0.72490454,22507556864,10.365018,20.459017,0.094960004,240.81,40468000768.0,0.11287,0.067140006,4239000064.0,13461000192.0,3.0,2026-04-30,0.014,4,739250000.0,1.4757268993391772,-930000000.0,False,33465500000.0,0.10363000203038131,0.05063816276210256,0.03537011997510356,1021500000.0,0.0453847570472587,688000000.0,0.030184582510476066
3636,3636.T,"Mitsubishi Research Institute, Inc.",三菱総合研究所,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Information Technology Services,JPY,4480.0,5027.026,0.891183,70601940992,7.077856,11.561291,0.12774,632.96,128592003072.0,0.14012,0.07757,16172000256.0,971000000.0,3.7,2026-04-30,0.005,4,6345750000.0,0.15076131624909778,5003000000.0,True,118891500000.0,0.013641453080228017,0.08803208067068595,0.07499063179195084,3930750000.0,0.05567481495226029,2918000000.0,-0.03084391929644059
9059,9059.T,"Kanda Holdings Co.,Ltd.",カンダホールディングス,スタンダード（内国株式）,陸運業,運輸・物流,Industrials,Trucking,JPY,870.0,1291.911,0.673421,18640291840,8.000736,8.51272,0.09033,108.74,52098998272.0,0.079840004,0.04607,15089000448.0,6377999872.0,2.67,2026-04-30,-0.001,4,2050250000.0,0.09774542792652462,1774000000.0,True,50599500000.0,0.02964391537702027,0.09022398013432877,0.0833392055997933,1762000000.0,0.09452641702845785,70000000.0,-0.0046490482816443635
6484,6484.T,KVK Corporation,ＫＶＫ,スタンダード（内国株式）,機械,機械,Consumer Cyclical,"Furnishings, Fixtures & Appliances",JPY,2425.0,3743.392,0.6478082,19467509760,8.237371,,0.08094,294.39,30545000448.0,0.087740004,0.07671,3724999936.0,0.0,3.31,2026-04-30,-0.007,4,1888592750.0,0.08808068942313838,1689505000.0,True,29287878000.0,0.019739142826332712,0.07564034230072349,0.07398519040551127,143988250.0,0.007396336345794645,294255000.0,0.009075828153566778
4471,4471.T,"Sanyo Chemical Industries, Ltd.",三洋化成工業,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,4995.0,6887.171,0.7252615,110497210368,8.104688,16.589172,0.09594,616.31,127749996544.0,0.09957,0.10425,31018999808.0,3576999936.0,3.36,2026-04-30,-0.017,4,2008250000.0,3.0548689867003054,-8501000000.0,False,159816750000.0,-0.043427369631597545,0.0032481777104610954,-0.05963458820145702,13979750000.0,0.12651676864458233,,0.0028478193018963704
7242,7242.T,KYB Corporation,カヤバ,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,4490.0,5367.096,0.836579,193831731200,8.114507,7.2052126,0.13303,553.33,469482995712.0,0.06855,0.06463,50452000768.0,109362003968.0,3.34,2026-04-30,-0.019,4,20119000000.0,0.25091321477186407,14899000000.0,True,425165500000.0,0.04116032566292316,0.10274649324828987,0.06730543358450335,17322000000.0,0.08936617287974777,8789000000.0,-0.062265171826256904
5480,5480.T,"Nippon Yakin Kogyo Co., Ltd.",日本冶金工業,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,Basic Materials,Steel,JPY,4540.0,7143.499,0.63554287,62897446912,6.769249,3.8080862,0.08234999,670.68,152593006592.0,0.06774,0.052210003,12506999808.0,78871003136.0,4.78,2026-04-30,-0.022,4,13329500000.0,0.30783132102907,8471000000.0,True,175171750000.0,0.04938591400311121,0.18762472490530538,0.12454153356350768,-1924250000.0,-0.030593451633930766,4451000000.0,-0.06633531625163669
9619,9619.T,"Ichinen Holdings Co.,Ltd.",イチネンホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Industrials,Rental & Leasing Services,JPY,2159.0,2938.594,0.7347051,51119550464,7.13271,8.787139,0.106639996,302.69,160010993664.0,0.06704,0.04481,14565999616.0,111658000384.0,3.71,2026-04-30,-0.03,4,7619750000.0,0.35439423455140306,5646000000.0,True,135409750000.0,0.08692752488705224,0.15338106461730266,0.10627733963408793,2287500000.0,0.04474804608485221,,-0.016527570078569864
9201,9201.T,"Japan Airlines Co., Ltd.",日本航空,プライム（内国株式）,空運業,運輸・物流,Industrials,Airlines,JPY,2454.0,2829.268,0.86736214,1054797201408,8.730921,9.8490925,0.12172,281.07,1998822965248.0,0.12669,0.064899996,915057999872.0,866647015424.0,3.89,2026-04-30,-0.035,4,14860750000.0,7.7025947015410665,-177552000000.0,False,1388571000000.0,0.39267116790834766,0.08895161096564941,0.042602090067969285,184436000000.0,0.1748544646817463,,-0.0010308267020588957
3903,3903.T,gumi Inc.,ｇｕｍｉ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Electronic Gaming & Multimedia,JPY,325.0,405.723,0.80103916,16575109120,5.686789,6.422925,0.112040006,57.15,8368859136.0,0.09826,0.28732002,4656000000.0,5266999808.0,,2026-04-30,-0.05,4,-2424616250.0,1.5364708953436326,-6273694000.0,False,13990262000.0,-0.2213397752889228,-0.0709800079765646,-0.38594169002045925,-3804682750.0,-0.22954194282854892,999961000.0,0.6966274088963109
4028,4028.T,"Ishihara Sangyo Kaisha,Ltd.",石原産業,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,3005.0,3157.078,0.95182955,114956935168,8.6172285,12.243817,0.14339,348.72,147846004736.0,0.117580004,0.109689996,34958000128.0,71380000768.0,3.95,2026-04-30,-0.059,4,8758750000.0,0.20255674963734607,6947000000.0,True,131461250000.0,0.09379497739215892,0.07608044319044109,0.07339711250455629,6500000000.0,0.056542913139609983,,-0.04242552480990425
6357,6357.T,"Sansei Technologies, Inc.",三精テクノロジーズ,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,2128.0,2610.281,0.8152379,38685806592,10.2598715,,0.1232,207.41,70897999872.0,0.06865,0.07851,26038999040.0,17198000128.0,2.77,2026-04-30,-0.063,4,2055071250.0,0.28532913995512277,1448739000.0,True,47314180000.0,0.21600659530740218,0.057280692829756306,0.04931934346445028,4019565500.0,0.10390284846306456,6374000.0,0.0103063484906194
6489,6489.T,"Maezawa Industries, Inc.",前澤工業,スタンダード（内国株式）,機械,機械,Industrials,Pollution & Treatment Controls,JPY,1807.0,1858.201,0.9724459,31814533120,9.528581,29.334415,0.11212,189.64,38980001792.0,0.23034,0.08889,5948000256.0,6457999872.0,2.58,2026-04-30,-0.086,4,2845000000.0,0.18135635015323137,2142000000.0,True,34320500000.0,0.06661171198341753,0.11791659757785139,0.10644848820314122,1908750000.0,0.05999616567687667,,-0.029185950844458852
6209,6209.T,NPR-Riken Corporation,リケンＮＰＲ,プライム（内国株式）,機械,機械,Consumer Cyclical,Auto Parts,JPY,3880.0,5649.571,0.68677783,104392638464,8.884615,,0.082159996,436.71,163909992448.0,0.086169995,0.07231,26599999488.0,15797000192.0,4.26,2026-04-30,-0.097,2,17540000000.0,0.5007981755986317,8756000000.0,False,154463000000.0,,0.061272974741342814,0.061272974741342814,11081500000.0,0.10615212109828488,4011000000.0,-0.04511006229573811
4992,4992.T,"Hokko Chemical Industry Co., Ltd.",北興化学工業,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Agricultural Inputs,JPY,1711.0,2173.098,0.78735524,44110004224,10.06589,11.301189,0.09056,169.98,50014998528.0,0.14074,0.09538999,6975000064.0,1000000000.0,3.12,2026-04-30,-0.104,4,4099000000.0,0.06536040475313837,3724000000.0,True,46352750000.0,0.030706125672886886,0.08788220149194365,0.08618111803112932,3405750000.0,0.07721037573936461,-0.0,-0.04805545595969529
6995,6995.T,"Tokai Rika Co., Ltd.",東海理化電機製作所,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,2885.0,4043.243,0.71353614,245538734080,6.8728113,11.170481,0.094,419.77,637863002112.0,0.05771,0.04961,107891998720.0,10000000000.0,3.46,2026-04-30,-0.131,4,16781750000.0,0.5927836449290027,3569000000.0,True,570411250000.0,0.0822230941667903,0.07038217773520489,0.03992037898723097,8949000000.0,0.036446388116851205,14756000000.0,-0.06854437602069119
4619,4619.T,"Nihon Tokushu Toryo Co., Ltd.",日本特殊塗料,スタンダード（内国株式）,化学,素材・化学,Consumer Cyclical,Auto Parts,JPY,2054.0,2728.238,0.75286686,44323909632,8.238739,14.126548,0.1003,249.31,62763999232.0,0.069510005,0.09193,14627000320.0,3664999936.0,5.8,2026-04-30,-0.132,4,3073000000.0,0.469925093008068,1300000000.0,True,61567500000.0,0.0644080649069243,0.07164134158831313,0.046496716708306615,4120750000.0,0.09296901004926225,-0.0,0.0014538607096652445
4540,4540.T,Tsumura & Co.,ツムラ,プライム（内国株式）,医薬品,医薬品,Healthcare,Drug Manufacturers - Specialty & Generic,JPY,3653.0,4095.96,0.8918544,272312565760,10.053944,8.746558,0.09264,363.34,189496000512.0,0.21243,0.1531,69477998592.0,135405002752.0,3.89,2026-04-30,-0.132,4,21113250000.0,0.312450022131712,16482000000.0,True,150381750000.0,0.11813064848355737,0.08148367955665382,0.06390791934910088,512750000.0,0.0018829465271606568,2677000000.0,-0.010061149409386294
9845,9845.T,Parker Corporation,パーカーコーポレーション,スタンダード（内国株式）,化学,素材・化学,Industrials,Industrial Distribution,JPY,1393.0,1932.72,0.7207459,34864640000,8.841077,,0.08737001,157.56,72078999552.0,0.08442,0.05566,24034000896.0,4922999808.0,2.35,2026-04-30,-0.136,4,2603000000.0,0.28659046222566736,1521000000.0,True,61128000000.0,0.11892018713495678,0.0758192780219218,0.06459838504037399,2966750000.0,0.0850933782766723,231000000.0,-0.007577084117547872
6932,6932.T,ENDO Lighting Corporation,遠藤照明,スタンダード（内国株式）,電気機器,電機・精密,Consumer Cyclical,"Furnishings, Fixtures & Appliances",JPY,2790.0,3169.694,0.8802111,41204445184,8.0183935,9.587629,0.121020004,347.95,54388998144.0,0.10582,0.098570004,23164999680.0,16494000128.0,2.98,2026-04-30,-0.137,4,3935000000.0,0.20366256444033895,2962000000.0,True,47954000000.0,0.09753978025518673,0.11597446859977951,0.09910497699707235,2027250000.0,0.049199788783643096,,-1.3264465491769073e-05
7722,7722.T,"Kokusai Co., Ltd.",国際計測器,スタンダード（内国株式）,精密機器,電機・精密,Industrials,Specialty Industrial Machinery,JPY,807.0,902.022,0.8946567,10873652224,6.9157596,17.620089,0.11214,116.69,14138999808.0,0.14693,0.091309994,8441999872.0,2836000000.0,4.27,2026-04-30,-0.14,4,272717250.0,1.7232967321168935,-258156000.0,False,11152290250.0,0.05868325656431206,0.01863997591727116,-0.02372447059543591,398958750.0,0.03669040923705746,327076000.0,-0.015346204064763835
256A,256A.T,TOBISHIMA HOLDINGS Inc.,飛島ホールディングス,プライム（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,2000.0,2755.239,0.72588986,38306156544,10.286479,,0.09454001,194.43,138879991808.0,0.059169997,0.03504,14232999936.0,46077001728.0,4.88,2026-04-30,-0.153,4,3345750000.0,0.07566773856155215,3038000000.0,True,128478000000.0,0.055236814937917655,0.07164802918373857,0.06782612578419772,-3162500000.0,-0.08255853067293308,,0.001060564462015412
8095,8095.T,"Astena Holdings Co., Ltd.",アステナホールディングス,プライム（内国株式）,卸売業,商社・卸売,Industrials,Conglomerates,JPY,481.0,683.025,0.7042202,19403384832,8.867993,,0.0854,54.24,64967000064.0,0.06964,0.03491,8465999872.0,21942999040.0,3.73,2026-04-30,-0.158,4,351087000.0,5.00552418000089,-2525000000.0,False,55589359500.0,0.08124747688666134,0.01048586453644089,-0.09424405111020985,-1106238250.0,-0.057012642875360356,315885000.0,0.024837897299077927
6365,6365.T,DMW Corporation,電業社機械製作所,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,5590.0,6925.271,0.80718863,23168067584,7.8138103,,0.10009,715.4,29888000000.0,0.10526,0.09184,6064000000.0,0.0,3.42,2026-04-30,-0.164,4,1981000000.0,0.13219043017674834,1750000000.0,True,24716750000.0,0.07154814129585985,0.08004649933759274,0.06990213700818854,379500000.0,0.016380304426515262,365000000.0,-0.021224928535991894
3023,3023.T,Rasa Corporation,ラサ商事,スタンダード（内国株式）,卸売業,商社・卸売,Basic Materials,Other Industrial Metals & Mining,JPY,1800.0,2122.227,0.84816563,18972164096,8.936994,,0.10543,201.41,28305999872.0,0.118540004,0.081750005,4871000064.0,3518000128.0,3.94,2026-04-30,-0.174,4,2051000000.0,0.02317610834500269,1997000000.0,True,28867250000.0,-0.05346333096248512,0.09994802919505348,0.09600554144539368,1693250000.0,0.08924917534088779,1461000000.0,-0.07626916015688501
1379,1379.T,Hokuto Corporation,ホクト,プライム（内国株式）,水産・農林業,食品,Consumer Defensive,Farm Products,JPY,1825.0,1981.453,0.92104125,57120792576,10.364018,,0.107080005,176.09,85207998464.0,0.16868,0.07396,23503998976.0,30991998976.0,2.99,2026-04-30,-0.192,4,2114750000.0,1.17766500159313,-2037000000.0,False,76610500000.0,0.054208647122629294,0.03586103239891142,-0.038629661587476175,3819000000.0,0.06685831599620695,931000000.0,-0.006473428339188514
5356,5356.T,"Mino Ceramic Co., Ltd.",美濃窯業,スタンダード（内国株式）,ガラス・土石製品,建設・資材,Basic Materials,Building Materials,JPY,1173.0,1489.744,0.7873836,12034774016,9.464256,,0.091639996,123.94,15674000384.0,0.10074,0.08568,3576000000.0,1440000000.0,3.57,2026-04-30,-0.212,4,1006103750.0,0.1973570657614395,680082000.0,True,14059527500.0,0.06660526634100616,0.08567871482752303,0.08096383488861666,772583500.0,0.06419592914439981,12000.0,0.0005447624176369015
4202,4202.T,Daicel Corporation,ダイセル,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1228.5,1482.942,0.8284208,313751306240,9.025788,5.630672,0.10627,136.11,578810019840.0,0.08343001,0.07108,75847999488.0,317903011840.0,4.84,2026-04-30,-0.221,4,44312500000.0,0.20901989896659268,31254000000.0,True,537637500000.0,0.07820463592631621,0.15052431287500495,0.13755410563421394,-242250000.0,-0.00077210833925483,44983000000.0,-0.10341297655913939
9906,9906.T,Fujii Sangyo Corporation,藤井産業,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Specialty Industrial Machinery,JPY,4255.0,4721.066,0.9012795,35982680064,7.3355746,,0.13377,580.05,103913996288.0,0.05071,0.050100002,20208001024.0,1192999936.0,3.12,2026-04-30,-0.227,4,3230439000.0,0.21405725851293872,2397190000.0,True,86200904500.0,0.08648748577821563,0.1060442824289858,0.09195436554613517,2237101250.0,0.06217161273204266,455000.0,-0.0009937389249852213
7971,7971.T,TOLI Corporation,東リ,スタンダード（内国株式）,化学,素材・化学,Industrials,Building Products & Equipment,JPY,643.0,860.57,0.7471792,36487028736,9.635845,,0.09086,66.73,112483000320.0,0.0591,0.03853,9182999552.0,10480000000.0,5.22,2026-04-30,-0.243,4,2619500000.0,0.44938632142373547,720000000.0,True,97980500000.0,0.06096641037364292,0.07531829867239002,0.065171769075207,-5250000.0,-0.00014388675049388378,1028000000.0,-0.03461680873054762
