code,ticker,name,name_jp,market,sector33,sector17,yf_sector,yf_industry,currency,price,book_value_per_share,pbr,market_cap,trailing_pe,forward_pe,roe,trailing_eps,total_revenue,operating_margins,profit_margins,total_cash,total_debt,dividend_yield,fetched_at,score
3903,3903.T,gumi Inc.,ｇｕｍｉ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Electronic Gaming & Multimedia,JPY,325.0,405.723,0.80103916,16575109120,5.686789,6.422925,0.112040006,57.15,8368859136.0,0.09826,0.28732002,4656000000.0,5266999808.0,,2026-04-30,-0.05
4028,4028.T,"Ishihara Sangyo Kaisha,Ltd.",石原産業,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,3005.0,3157.078,0.95182955,114956935168,8.6172285,12.243817,0.14339,348.72,147846004736.0,0.117580004,0.109689996,34958000128.0,71380000768.0,3.95,2026-04-30,-0.059
6357,6357.T,"Sansei Technologies, Inc.",三精テクノロジーズ,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,2128.0,2610.281,0.8152379,38685806592,10.2598715,,0.1232,207.41,70897999872.0,0.06865,0.07851,26038999040.0,17198000128.0,2.77,2026-04-30,-0.063
6489,6489.T,"Maezawa Industries, Inc.",前澤工業,スタンダード（内国株式）,機械,機械,Industrials,Pollution & Treatment Controls,JPY,1807.0,1858.201,0.9724459,31814533120,9.528581,29.334415,0.11212,189.64,38980001792.0,0.23034,0.08889,5948000256.0,6457999872.0,2.58,2026-04-30,-0.086
6209,6209.T,NPR-Riken Corporation,リケンＮＰＲ,プライム（内国株式）,機械,機械,Consumer Cyclical,Auto Parts,JPY,3880.0,5649.571,0.68677783,104392638464,8.884615,,0.082159996,436.71,163909992448.0,0.086169995,0.07231,26599999488.0,15797000192.0,4.26,2026-04-30,-0.097
4992,4992.T,"Hokko Chemical Industry Co., Ltd.",北興化学工業,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Agricultural Inputs,JPY,1711.0,2173.098,0.78735524,44110004224,10.06589,11.301189,0.09056,169.98,50014998528.0,0.14074,0.09538999,6975000064.0,1000000000.0,3.12,2026-04-30,-0.104
6995,6995.T,"Tokai Rika Co., Ltd.",東海理化電機製作所,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,2885.0,4043.243,0.71353614,245538734080,6.8728113,11.170481,0.094,419.77,637863002112.0,0.05771,0.04961,107891998720.0,10000000000.0,3.46,2026-04-30,-0.131
4619,4619.T,"Nihon Tokushu Toryo Co., Ltd.",日本特殊塗料,スタンダード（内国株式）,化学,素材・化学,Consumer Cyclical,Auto Parts,JPY,2054.0,2728.238,0.75286686,44323909632,8.238739,14.126548,0.1003,249.31,62763999232.0,0.069510005,0.09193,14627000320.0,3664999936.0,5.8,2026-04-30,-0.132
4540,4540.T,Tsumura & Co.,ツムラ,プライム（内国株式）,医薬品,医薬品,Healthcare,Drug Manufacturers - Specialty & Generic,JPY,3653.0,4095.96,0.8918544,272312565760,10.053944,8.746558,0.09264,363.34,189496000512.0,0.21243,0.1531,69477998592.0,135405002752.0,3.89,2026-04-30,-0.132
9845,9845.T,Parker Corporation,パーカーコーポレーション,スタンダード（内国株式）,化学,素材・化学,Industrials,Industrial Distribution,JPY,1393.0,1932.72,0.7207459,34864640000,8.841077,,0.08737001,157.56,72078999552.0,0.08442,0.05566,24034000896.0,4922999808.0,2.35,2026-04-30,-0.136
6932,6932.T,ENDO Lighting Corporation,遠藤照明,スタンダード（内国株式）,電気機器,電機・精密,Consumer Cyclical,"Furnishings, Fixtures & Appliances",JPY,2790.0,3169.694,0.8802111,41204445184,8.0183935,9.587629,0.121020004,347.95,54388998144.0,0.10582,0.098570004,23164999680.0,16494000128.0,2.98,2026-04-30,-0.137
7722,7722.T,"Kokusai Co., Ltd.",国際計測器,スタンダード（内国株式）,精密機器,電機・精密,Industrials,Specialty Industrial Machinery,JPY,807.0,902.022,0.8946567,10873652224,6.9157596,17.620089,0.11214,116.69,14138999808.0,0.14693,0.091309994,8441999872.0,2836000000.0,4.27,2026-04-30,-0.14
256A,256A.T,TOBISHIMA HOLDINGS Inc.,飛島ホールディングス,プライム（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,2000.0,2755.239,0.72588986,38306156544,10.286479,,0.09454001,194.43,138879991808.0,0.059169997,0.03504,14232999936.0,46077001728.0,4.88,2026-04-30,-0.153
8095,8095.T,"Astena Holdings Co., Ltd.",アステナホールディングス,プライム（内国株式）,卸売業,商社・卸売,Industrials,Conglomerates,JPY,481.0,683.025,0.7042202,19403384832,8.867993,,0.0854,54.24,64967000064.0,0.06964,0.03491,8465999872.0,21942999040.0,3.73,2026-04-30,-0.158
6365,6365.T,DMW Corporation,電業社機械製作所,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,5590.0,6925.271,0.80718863,23168067584,7.8138103,,0.10009,715.4,29888000000.0,0.10526,0.09184,6064000000.0,0.0,3.42,2026-04-30,-0.164
3023,3023.T,Rasa Corporation,ラサ商事,スタンダード（内国株式）,卸売業,商社・卸売,Basic Materials,Other Industrial Metals & Mining,JPY,1800.0,2122.227,0.84816563,18972164096,8.936994,,0.10543,201.41,28305999872.0,0.118540004,0.081750005,4871000064.0,3518000128.0,3.94,2026-04-30,-0.174
1379,1379.T,Hokuto Corporation,ホクト,プライム（内国株式）,水産・農林業,食品,Consumer Defensive,Farm Products,JPY,1825.0,1981.453,0.92104125,57120792576,10.364018,,0.107080005,176.09,85207998464.0,0.16868,0.07396,23503998976.0,30991998976.0,2.99,2026-04-30,-0.192
5356,5356.T,"Mino Ceramic Co., Ltd.",美濃窯業,スタンダード（内国株式）,ガラス・土石製品,建設・資材,Basic Materials,Building Materials,JPY,1173.0,1489.744,0.7873836,12034774016,9.464256,,0.091639996,123.94,15674000384.0,0.10074,0.08568,3576000000.0,1440000000.0,3.57,2026-04-30,-0.212
4202,4202.T,Daicel Corporation,ダイセル,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1228.5,1482.942,0.8284208,313751306240,9.025788,5.630672,0.10627,136.11,578810019840.0,0.08343001,0.07108,75847999488.0,317903011840.0,4.84,2026-04-30,-0.221
9906,9906.T,Fujii Sangyo Corporation,藤井産業,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Specialty Industrial Machinery,JPY,4255.0,4721.066,0.9012795,35982680064,7.3355746,,0.13377,580.05,103913996288.0,0.05071,0.050100002,20208001024.0,1192999936.0,3.12,2026-04-30,-0.227
7971,7971.T,TOLI Corporation,東リ,スタンダード（内国株式）,化学,素材・化学,Industrials,Building Products & Equipment,JPY,643.0,860.57,0.7471792,36487028736,9.635845,,0.09086,66.73,112483000320.0,0.0591,0.03853,9182999552.0,10480000000.0,5.22,2026-04-30,-0.243
3932,3932.T,Akatsuki Inc.,アカツキ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Electronic Gaming & Multimedia,JPY,2742.0,2986.562,0.9181125,39545860096,18.936464,13.179524,0.090579994,144.8,23988000768.0,0.20358999,0.15695,33265999872.0,10062999552.0,3.99,2026-04-30,-0.245
4465,4465.T,"Niitaka Co., Ltd.",ニイタカ,スタンダード（内国株式）,化学,素材・化学,Consumer Defensive,Household & Personal Products,JPY,2281.0,2686.323,0.8491161,13523911680,6.3888187,12.945517,0.10569,357.03,24131000320.0,0.09255,0.066589996,7506999808.0,1538000000.0,3.31,2026-04-30,-0.252
1716,1716.T,Dai-Ichi Cutter Kogyo k.k.,第一カッター興業,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,1431.0,1756.889,0.8145079,16102823936,9.420671,5.989954,0.08911,151.9,20347000832.0,0.11812,0.08399,9733999616.0,288000000.0,2.8,2026-04-30,-0.254
5184,5184.T,"Nichirin Co., Ltd.",ニチリン,スタンダード（内国株式）,ゴム製品,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,3955.0,4574.491,0.864577,52183273472,9.454937,10.709451,0.10398,418.3,73668001792.0,0.11068,0.07485,23619000320.0,2131000064.0,4.81,2026-04-30,-0.254
4251,4251.T,KEIWA Incorporated,恵和,プライム（内国株式）,化学,素材・化学,Technology,Electronic Components,JPY,1194.0,1290.258,0.92539626,22083665920,9.779671,8.081219,0.09688,122.09,20472999936.0,0.18552,0.11078,9379000320.0,2155000064.0,4.18,2026-04-30,-0.254
5101,5101.T,"The Yokohama Rubber Company, Limited",横浜ゴム,プライム（内国株式）,ゴム製品,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,6353.0,6536.662,0.9719028,1001885597696,9.504361,12.172131,0.10985,668.43,1234958942208.0,0.18125,0.08535,107391000576.0,535770005504.0,2.66,2026-04-30,-0.254
6161,6161.T,Estic Corporation,エスティック,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1012.0,1065.825,0.94949925,10087479296,8.8153305,9.1236925,0.10271,114.8,7378999808.0,0.18417999,0.13931,2873999872.0,0.0,5.91,2026-04-30,-0.261
9104,9104.T,"Mitsui O.S.K. Lines, Ltd.",商船三井,プライム（内国株式）,海運業,運輸・物流,Industrials,Marine Shipping,JPY,5935.0,7870.372,0.75409395,2038500425728,7.096821,10.547924,0.08866,836.29,1802240000000.0,0.065,0.13097,205562003456.0,2372806901760.0,3.35,2026-04-30,-0.265
1810,1810.T,"Matsui Construction Co., Ltd.",松井建設,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,1519.0,1927.887,0.78790927,43323187200,10.535442,,0.09219,144.18,97948999680.0,0.079619996,0.04879,5872999936.0,0.0,4.65,2026-04-30,-0.271
9639,9639.T,"Sankyo Frontier Co.,Ltd.",三協フロンテア,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Real Estate,Real Estate - Diversified,JPY,2153.0,2271.491,0.9478356,47850536960,9.3328705,,0.10864,230.69,53487001600.0,0.15507,0.09894,4092000000.0,4100000000.0,4.17,2026-04-30,-0.284
9991,9991.T,Gecoss Corporation,ジェコス,プライム（内国株式）,卸売業,商社・卸売,Industrials,Rental & Leasing Services,JPY,1611.0,2037.129,0.7908188,54204362752,9.783796,,0.08766,164.66,115285000192.0,0.08276,0.05134,8302000128.0,2816000000.0,3.79,2026-04-30,-0.315
5013,5013.T,Yushiro Inc.,ユシロ,スタンダード（内国株式）,石油・石炭製品,エネルギー資源,Basic Materials,Chemicals,JPY,3315.0,3535.896,0.9375276,43175952384,9.349353,,0.1148,354.57,52343001088.0,0.11396,0.096140005,11628999680.0,6227999744.0,4.07,2026-04-30,-0.319
9768,9768.T,"IDEA Consultants,Inc.",いであ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Industrials,Engineering & Construction,JPY,3620.0,4301.749,0.84151816,25843019776,10.849367,,0.08012,333.66,24615999488.0,0.13859999,0.09673,2924999936.0,320000000.0,3.19,2026-04-30,-0.351
4809,4809.T,Paraca Inc.,パラカ,プライム（内国株式）,不動産業,不動産,Industrials,Specialty Business Services,JPY,2021.0,2046.386,0.9875947,20499908608,10.025299,,0.1021,201.59,17856999424.0,0.18719,0.11446,3560999936.0,27068000256.0,3.46,2026-04-30,-0.354
7931,7931.T,"Mirai Industry Co.,Ltd.",未来工業,プライム（内国株式）,化学,素材・化学,Industrials,Electrical Equipment & Parts,JPY,2985.0,3344.328,0.892556,48242917376,10.270437,10.240137,0.08715,290.64,45673000960.0,0.15682,0.102819994,23241000960.0,178000000.0,3.35,2026-04-30,-0.355
8604,8604.T,"Nomura Holdings, Inc.",野村ホールディングス,プライム（内国株式）,証券、商品先物取引業,金融（除く銀行）,Financial Services,Capital Markets,JPY,1256.5,1277.986,0.9831876,3627550244864,10.559711,13.815284,0.1007,118.99,2167713038336.0,0.18655,0.16705999,48617301737472.0,35363905077248.0,3.77,2026-04-30,-0.358
9110,9110.T,"NS United Kaiun Kaisha, Ltd.",ＮＳユナイテッド海運,プライム（内国株式）,海運業,運輸・物流,Industrials,Marine Shipping,JPY,7600.0,7613.526,0.9982234,179098255360,8.728609,,0.13108,870.7,229281005568.0,0.097629994,0.09679,67036999680.0,75575001088.0,3.81,2026-04-30,-0.358
9830,9830.T,Trusco Nakayama Corporation,トラスコ中山,プライム（内国株式）,卸売業,商社・卸売,Industrials,Industrial Distribution,JPY,2163.0,2824.537,0.7657892,142628995072,8.9784565,9.084418,0.08101,240.91,218986004480.0,0.06885,0.04453,47594000384.0,80000000000.0,2.53,2026-04-30,-0.36
5911,5911.T,Yokogawa Bridge Holdings Corp.,横河ブリッジホールディングス,プライム（内国株式）,金属製品,建設・資材,Industrials,Engineering & Construction,JPY,2941.0,3351.769,0.87744707,115747528704,9.639147,9.081926,0.093760006,305.11,149612003328.0,0.11509,0.080520004,23075000320.0,28500000768.0,3.94,2026-04-30,-0.375
2927,2927.T,"AFC-HD AMS Life Science Co., Ltd.",ＡＦＣ－ＨＤアムスライフサイエンス,スタンダード（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,863.0,1101.06,0.7837901,12564938752,8.983969,,0.08692,96.06,32886999040.0,0.05784,0.0416,11091000320.0,23761999872.0,4.15,2026-04-30,-0.379
2475,2475.T,"WDB Holdings Co., Ltd.",ＷＤＢホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Industrials,Staffing & Employment Services,JPY,1490.0,1680.734,0.8865174,28582619136,9.123753,8.361392,0.09974,163.31,50420625408.0,0.09588,0.06058,16692161536.0,0.0,4.16,2026-04-30,-0.395
6287,6287.T,Sato Corporation,サトー,プライム（内国株式）,機械,機械,Industrials,Business Equipment & Supplies,JPY,2086.0,2609.016,0.7995351,67722223616,9.438487,8.899318,0.08141,221.01,160350994432.0,0.08206,0.04156,29258999808.0,17795000320.0,3.59,2026-04-30,-0.401
9857,9857.T,Eiwa Corporation,英和,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Electrical Equipment & Parts,JPY,2655.0,2842.967,0.9338835,16802512896,8.848526,,0.11726,300.05,48591998976.0,0.07507,0.04157,6867999744.0,206000000.0,3.01,2026-04-30,-0.402
3176,3176.T,"Sanyo Trading Co., Ltd.",三洋貿易,プライム（内国株式）,卸売業,商社・卸売,Industrials,Industrial Distribution,JPY,1556.0,1831.957,0.8493649,44828626944,9.760993,7.398602,0.10125,159.41,132562796544.0,0.05582,0.039049998,11512000512.0,3801999872.0,3.66,2026-04-30,-0.406
6466,6466.T,"TVE Co., Ltd.",ＴＶＥ,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,4610.0,5211.708,0.8845469,10814068736,18.094751,,0.08447,254.77,10780000256.0,0.14023,0.09072,2172999936.0,102000000.0,0.82,2026-04-30,-0.411
7723,7723.T,"Aichi Tokei Denki Co., Ltd.",愛知時計電機,プライム（内国株式）,精密機器,電機・精密,Technology,Scientific & Technical Instruments,JPY,2891.0,3232.121,0.89445907,44352716800,11.382786,11.531712,0.09204,253.98,56954998784.0,0.121520005,0.07682,8207000064.0,700000000.0,3.84,2026-04-30,-0.416
6322,6322.T,Tacmina Corporation,タクミナ,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1562.0,1586.312,0.98467386,10785076224,8.885603,,0.11094,175.79,11255000064.0,0.12911001,0.10298,3137999872.0,400000000.0,3.2,2026-04-30,-0.431
6340,6340.T,Shibuya Corporation,澁谷工業,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,3430.0,4032.528,0.850583,94895316992,10.574996,8.252135,0.08295,324.35,129572003840.0,0.10944,0.06927,37576998912.0,3241999872.0,2.77,2026-04-30,-0.432
6392,6392.T,Yamada Corporation,ヤマダコーポレーション,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,6800.0,7285.929,0.9333058,16277404672,9.578545,,0.08901,709.92,15422000128.0,0.15776,0.098170005,4048000000.0,731000000.0,3.09,2026-04-30,-0.436
9428,9428.T,Crops Corporation,クロップス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Telecom Services,JPY,1334.0,1354.469,0.98488784,12614445056,14.640035,,0.13095,91.12,64951001088.0,0.059609998,0.01926,9795999744.0,2566000128.0,1.86,2026-04-30,-0.439
6395,6395.T,Tadano Ltd.,タダノ,プライム（内国株式）,機械,機械,Industrials,Farm & Heavy Construction Machinery,JPY,1379.0,1629.201,0.84642714,174246789120,9.52348,14.751818,0.09292,144.8,349477011456.0,0.06926,0.052360002,81842003968.0,146015993856.0,2.43,2026-04-30,-0.442
8706,8706.T,"Kyokuto Securities Co., Ltd.",極東証券,プライム（内国株式）,証券、商品先物取引業,金融（除く銀行）,Financial Services,Capital Markets,JPY,1554.0,1670.872,0.9300533,48948379648,10.331073,,0.09201,150.42,8190000128.0,0.14123,0.58486,44726001664.0,13400000512.0,6.96,2026-04-30,-0.447
9955,9955.T,"The Yonkyu Co.,Ltd.",ヨンキュウ,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Defensive,Farm Products,JPY,2780.0,3278.815,0.8478673,34069000192,10.171972,,0.09362,273.3,44835000320.0,0.06099,0.081099994,25764999168.0,6992999936.0,0.62,2026-04-30,-0.464
5076,5076.T,INFRONEER Holdings Inc.,インフロニア・ホールディングス,プライム（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,2132.0,2279.085,0.93546313,538526318592,12.957336,22.678438,0.113809995,164.54,1011766001664.0,0.06445,0.0625,198938001408.0,641924988928.0,4.28,2026-04-30,-0.472
7520,7520.T,"Eco's Co.,Ltd.",エコス,プライム（内国株式）,小売業,小売,Consumer Defensive,Food Distribution,JPY,2222.0,2601.62,0.8540832,24963993600,9.43164,,0.09431,235.59,134198001664.0,0.056789998,0.019709999,10149999616.0,9927000064.0,3.11,2026-04-30,-0.485
8439,8439.T,Tokyo Century Corporation,東京センチュリー,プライム（内国株式）,その他金融業,金融（除く銀行）,Industrials,Rental & Leasing Services,JPY,2151.0,2171.793,0.9904259,1051326939136,7.8124437,11.747037,0.12068,275.33,1396913995776.0,0.08325,0.09245,673177010176.0,5083251081216.0,3.3,2026-04-30,-0.485
6730,6730.T,AXELL Corporation,アクセル,スタンダード（内国株式）,電気機器,電機・精密,Technology,Semiconductors,JPY,1152.0,1276.684,0.9023377,12407140352,10.977701,,0.094280005,104.94,14341000192.0,0.09722,0.08723,4576999936.0,0.0,4.2,2026-04-30,-0.486
2001,2001.T,Nippn Corporation,ニップン,プライム（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,2641.0,3268.967,0.8079005,218714537984,11.61645,11.437852,0.08039,227.35,415811010560.0,0.06313,0.05013,41408000000.0,59015000064.0,2.48,2026-04-30,-0.489
6804,6804.T,Hosiden Corporation,ホシデン,プライム（内国株式）,電気機器,電機・精密,Industrials,Electrical Equipment & Parts,JPY,2780.0,2974.568,0.93458945,136867414016,39.759727,11.227786,0.111049995,69.92,442829996032.0,0.06678,0.03562,68622000128.0,10168999936.0,1.85,2026-04-30,-0.49
1381,1381.T,"AXYZ Co., Ltd.",アクシーズ,スタンダード（内国株式）,水産・農林業,食品,Consumer Defensive,Farm Products,JPY,3805.0,3992.934,0.9529333,21367623680,9.546868,,0.10371,398.56,28039999488.0,0.1065,0.07974,8480999936.0,48000000.0,2.97,2026-04-30,-0.491
6371,6371.T,Tsubakimoto Chain Co.,椿本チエイン,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,2351.0,2706.237,0.86873394,229166792704,10.847097,11.935222,0.087510005,216.74,281984008192.0,0.08719,0.08136,67101999104.0,28483000320.0,3.43,2026-04-30,-0.499
5463,5463.T,Maruichi Steel Tube Ltd.,丸一鋼管,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,Basic Materials,Steel,JPY,1451.5,1524.604,0.9520505,320999489536,11.278167,5.257153,0.09511,128.7,245971992576.0,0.13207,0.13329001,89702998016.0,3852999936.0,1.52,2026-04-30,-0.499
9045,9045.T,"Keihan Holdings Co., Ltd.",京阪ホールディングス,プライム（内国株式）,陸運業,運輸・物流,Industrials,Conglomerates,JPY,3244.0,3264.6,0.99368984,327327252480,11.62599,13.613665,0.09205,279.03,305289986048.0,0.17365,0.09477,17307000832.0,403042009088.0,2.93,2026-04-30,-0.51
9009,9009.T,"Keisei Electric Railway Co., Ltd.",京成電鉄,プライム（内国株式）,陸運業,運輸・物流,Industrials,Railroads,JPY,1112.0,1151.957,0.9653138,536240488448,7.4851913,3.3739913,0.09781,148.56,328700985344.0,0.1294,0.15713,44472999936.0,375697014784.0,1.55,2026-04-30,-0.513
2121,2121.T,"MIXI, Inc.",ＭＩＸＩ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Electronic Gaming & Multimedia,JPY,2591.0,2683.313,0.9655974,168690810880,10.340424,13.381883,0.10026,250.57,160919994368.0,0.12154,0.11028,95890997248.0,45108998144.0,4.61,2026-04-30,-0.513
6863,6863.T,Nireco Corporation,ニレコ,スタンダード（内国株式）,電気機器,電機・精密,Technology,Scientific & Technical Instruments,JPY,2084.0,2289.024,0.91043174,14916515840,10.344485,12.294985,0.084350005,201.46,10832000000.0,0.122930005,0.12675,4027000064.0,612000000.0,4.73,2026-04-30,-0.529
8425,8425.T,"Mizuho Leasing Company, Limited",みずほリース,プライム（内国株式）,その他金融業,金融（除く銀行）,Financial Services,Credit Services,JPY,1427.0,1475.38,0.96720845,399826583552,8.839197,2.4921412,0.118240006,161.44,874337009664.0,0.05645,0.05369,72718999552.0,3529168912384.0,3.46,2026-04-30,-0.531
7292,7292.T,Murakami Corporation,村上開明堂,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,6790.0,7874.148,0.86231554,78663868416,11.747405,,0.08432999,578.0,115085000704.0,0.075050004,0.057239998,46796001280.0,0.0,3.09,2026-04-30,-0.551
6989,6989.T,"Hokuriku Electric Industry Co.,Ltd.",北陸電気工業,スタンダード（内国株式）,電気機器,電機・精密,Technology,Electronic Components,JPY,2757.0,3098.536,0.8897751,21630322688,8.915117,,0.08939,309.25,42976002048.0,0.08022001,0.04812,11832999936.0,9061000192.0,3.24,2026-04-30,-0.554
8242,8242.T,H2O Retailing Corporation,エイチ・ツー・オー　リテイリング,プライム（内国株式）,小売業,小売,Consumer Defensive,Grocery Stores,JPY,2311.0,2642.746,0.87446916,265772908544,20.0538,11.772797,0.0866,115.24,682736025600.0,0.07335,0.03857,77240999936.0,166710001664.0,1.88,2026-04-30,-0.564
7525,7525.T,Rix Corporation,リックス,プライム（内国株式）,卸売業,商社・卸売,Industrials,Specialty Industrial Machinery,JPY,3330.0,3366.866,0.9890504,26992783360,9.281971,,0.11415,358.76,54696267776.0,0.07714,0.05687,8397986816.0,2290179072.0,4.59,2026-04-30,-0.565
7259,7259.T,Aisin Corporation,アイシン,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,2488.5,2930.166,0.8492693,1803099570176,11.26936,10.900609,0.085559994,220.82,5117763911680.0,0.05373,0.03355,592397991936.0,686002012160.0,3.25,2026-04-30,-0.569
2153,2153.T,E J Holdings Inc.,Ｅ・Ｊホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Industrials,Engineering & Construction,JPY,1694.0,1954.309,0.8668026,30451636224,8.2493305,,0.08372,205.35,46393999360.0,0.06958,0.058930002,15902000128.0,12924000256.0,4.04,2026-04-30,-0.584
7250,7250.T,Pacific Industrial Co Ltd,太平洋工業,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,,3254.331,0.9264577,173884440576,11.534048,15.653393,0.08808,261.4,217694994432.0,0.10536,0.072119996,36032000000.0,50918998016.0,0.0212,2026-04-30,-0.584
4689,4689.T,LY Corporation,ＬＩＮＥヤフー,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Consumer Cyclical,Internet Retail,JPY,413.3,432.767,0.9550173,2832120676352,14.271409,19.295052,0.08517,28.96,1984076054528.0,0.13934,0.10539,1168780034048.0,1962109960192.0,1.75,2026-04-30,-0.584
4526,4526.T,"Riken Vitamin Co., Ltd.",理研ビタミン,プライム（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,2784.0,2790.644,0.99761915,81258864640,8.812078,9.816643,0.11729,315.93,95232999424.0,0.06435,0.09979,17675999232.0,8183000064.0,4.0,2026-04-30,-0.594
7607,7607.T,"Shinwa Co., Ltd.",進和,プライム（内国株式）,卸売業,商社・卸売,Industrials,Specialty Industrial Machinery,JPY,3025.0,3456.99,0.8750387,40579039232,10.9407215,11.559036,0.0828,276.49,88718000128.0,0.07309,0.04177,25049999360.0,0.0,4.09,2026-04-30,-0.604
5302,5302.T,"Nippon Carbon Co., Ltd.",日本カーボン,プライム（内国株式）,ガラス・土石製品,建設・資材,Basic Materials,Specialty Chemicals,JPY,4785.0,4919.377,0.97268414,52754141184,10.953417,10.581601,0.08659001,436.85,37734998016.0,0.14255,0.128,15180000256.0,10330999808.0,4.18,2026-04-30,-0.604
6272,6272.T,"Rheon Automatic Machinery Co., Ltd.",レオン自動機,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1516.0,1529.241,0.9913415,40940670976,11.009441,9.519623,0.102060005,137.7,40860217344.0,0.10402001,0.0991,9969963008.0,2203249920.0,3.53,2026-04-30,-0.612
6637,6637.T,"Terasaki Electric Co.,Ltd.",寺崎電気産業,スタンダード（内国株式）,電気機器,電機・精密,Industrials,Electrical Equipment & Parts,JPY,4025.0,4313.445,0.9331289,49365315584,10.92266,16.388435,0.08767,368.5,59927998464.0,0.1016,0.07549,13237999616.0,2607000064.0,1.06,2026-04-30,-0.616
7354,7354.T,Direct Marketing MiX Inc.,ダイレクトマーケティングミックス,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Communication Services,Advertising Agencies,JPY,300.0,320.496,0.9360491,13656058880,10.445683,2.7522936,0.09386,28.72,22694000640.0,0.08177,0.05922,5522999808.0,6364000256.0,3.14,2026-04-30,-0.621
4633,4633.T,Sakata INX Corporation,サカタインクス,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,2340.0,2425.419,0.96478176,114033139712,9.946019,8.634686,0.10709,235.27,257668005888.0,0.050640002,0.045050003,20594999296.0,33597999104.0,4.27,2026-04-30,-0.654
1888,1888.T,"Wakachiku Construction Co., Ltd.",若築建設,プライム（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,3620.0,3925.371,0.9222058,46060490752,10.486979,,0.08552,345.19,101077999616.0,0.08497,0.041100003,16474000384.0,20938000384.0,3.49,2026-04-30,-0.66
9008,9008.T,Keio Corporation,京王電鉄,プライム（内国株式）,陸運業,運輸・物流,Industrials,Conglomerates,JPY,737.3,751.234,0.9814518,426810867712,11.115633,2.6953025,0.08625,66.33,478204985344.0,0.12845999,0.0773,40982999040.0,462069989376.0,2.9,2026-04-30,-0.672
4025,4025.T,"Taki Chemical Co., Ltd.",多木化学,プライム（内国株式）,化学,素材・化学,Basic Materials,Chemicals,JPY,4590.0,5143.053,0.89246595,38273830912,11.795847,,0.080970004,389.12,41976999936.0,0.07034,0.07807,7365000192.0,1264999936.0,1.74,2026-04-30,-0.674
5715,5715.T,"Furukawa Co.,Ltd.",古河機械金属,プライム（内国株式）,非鉄金属,鉄鋼・非鉄,Basic Materials,Other Industrial Metals & Mining,JPY,4140.0,4146.246,0.99849355,134268395520,9.8733635,32.16783,0.109239995,419.31,204991004672.0,0.06504,0.07135,20348999680.0,60145999872.0,2.32,2026-04-30,-0.674
