code,ticker,name,name_jp,market,sector33,sector17,yf_sector,yf_industry,currency,price,book_value_per_share,pbr,market_cap,trailing_pe,forward_pe,roe,trailing_eps,total_revenue,operating_margins,profit_margins,total_cash,total_debt,dividend_yield,fetched_at
8119,8119.T,Sanyei Corporation,三栄コーポレーション,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Cyclical,"Furnishings, Fixtures & Appliances",JPY,800.0,1512.591,0.5288938,7604434944,18.539976,,0.02735,43.15,36630999040,0.01595,0.01021,5254000128,4296000000,3.88,2026-04-30
9976,9976.T,"Sekichu Co., Ltd.",セキチュー,スタンダード（内国株式）,小売業,小売,Consumer Cyclical,Home Improvement Retail,JPY,1050.0,1968.938,0.5332824,5700584448,12.16827,,-0.00037999998,86.29,37731246080,-0.02227,-0.00011,1727070976,2014168064,2.85,2026-04-30
2484,2484.T,"Demae-Can Co.,Ltd",出前館,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Consumer Cyclical,Internet Retail,JPY,122.0,228.475,0.53397524,13587507200,,160.52632,-0.23591,-60.58,36827000832,-0.16885,-0.18481001,24934000640,0,,2026-04-30
3161,3161.T,AZEARTH Corporation,アゼアス,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Cyclical,Textile Manufacturing,JPY,633.0,1183.043,0.5350609,3614337536,26.038668,,0.01671,24.31,7890999808,0.04561,0.01432,2296999936,11000000,3.63,2026-04-30
7940,7940.T,"Wavelock Holdings Co., Ltd.",ウェーブロックホールディングス,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1053.0,1967.866,0.5350974,8892769280,19.568853,,0.0344,53.81,25275000832,0.0033399998,0.022,3145999872,5502000128,2.79,2026-04-30
7463,7463.T,"Advan Group Co., Ltd.",アドヴァングループ,スタンダード（内国株式）,小売業,小売,Basic Materials,Building Materials,JPY,958.0,1788.092,0.5357666,32170256384,4.0686316,,0.14129,235.46,17036000256,0.13419,0.47329,8265999872,18396999680,4.18,2026-04-30
6186,6186.T,"Ichikura Co., Ltd.",一蔵,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Personal Services,JPY,376.0,700.568,0.53670734,2078651392,,2.446324,-0.03684,-7.05,19517999104,0.10592,-0.00753,4697999872,4453000192,3.71,2026-04-30
3851,3851.T,"Nippon Ichi Software, Inc.",日本一ソフトウェア,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Electronic Gaming & Multimedia,JPY,843.0,1569.094,0.5372527,4265785600,,,-0.03627,-41.5,3824999936,0.065510005,-0.076859996,5322999808,2027000064,0.6,2026-04-30
7245,7245.T,"Daido Metal Co., Ltd.",大同メタル工業,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,874.0,1625.677,0.53762215,40960315392,10.610659,12.87187,0.05768,82.37,140256002048,0.0552,0.02644,29379000320,68238000128,3.18,2026-04-30
1867,1867.T,UEKI Corporation,植木組,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,2516.0,4676.622,0.53799516,16545192960,7.0656295,,0.08371,356.09,61316001792,0.064380005,0.04004,4368999936,4401999872,3.84,2026-04-30
4629,4629.T,"Daishin Chemical Co.,Ltd.",大伸化学,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,2006.0,3728.38,0.5380353,9177804800,11.639782,,0.05388,172.34,34187999232,0.03625,0.02621,6614000128,300000000,2.0,2026-04-30
8041,8041.T,OUG Holdings Inc.,ＯＵＧホールディングス,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Defensive,Farm Products,JPY,3955.0,7349.57,0.5381267,21348896768,4.3617315,,0.13518,906.75,358510002176,0.02854,0.01398,6720999936,36423000064,2.75,2026-04-30
4635,4635.T,"Tokyo Printing Ink Mfg. Co., Ltd.",東京インキ,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1317.0,2447.258,0.5381533,16458430464,10.308391,,0.07272,127.76,49583001600,0.06131,0.044689998,4465999872,6931999744,4.84,2026-04-30
8291,8291.T,"Nissan Tokyo Sales Holdings Co., Ltd.",日産東京販売ホールディングス,スタンダード（内国株式）,小売業,小売,Consumer Cyclical,Auto & Truck Dealerships,JPY,523.0,971.787,0.5381838,31098112000,9.327626,,0.04863,56.07,130316001280,0.02633,0.02116,14270000128,16513999872,5.16,2026-04-30
7987,7987.T,"Nakabayashi Co., Ltd.",ナカバヤシ,スタンダード（内国株式）,その他製品,情報通信・サービスその他,Industrials,Specialty Business Services,JPY,578.0,1073.395,0.5384784,15677792256,8.493754,7.6861706,0.053839996,68.05,61128998912,0.03869,0.033940002,6245000192,11568000000,3.87,2026-04-30
6178,6178.T,"Japan Post Holdings Co., Ltd.",日本郵政,プライム（内国株式）,サービス業,情報通信・サービスその他,Financial Services,Banks - Regional,JPY,1824.0,3380.707,0.5395321,5118722310144,14.778805,14.652956,0.04378,123.42,11553446297600,0.09287,0.03148,67780221075456,31469323943936,2.74,2026-04-30
9831,9831.T,"Yamada Holdings Co., Ltd.",ヤマダホールディングス,プライム（内国株式）,小売業,小売,Consumer Cyclical,Specialty Retail,JPY,522.3,966.978,0.54013634,347037204480,13.447476,11.346948,0.03819,38.84,1643455971328,0.03281,0.0,50852999168,341455011840,3.25,2026-04-30
7897,7897.T,"Hokushin Co., Ltd.",ホクシン,スタンダード（内国株式）,その他製品,情報通信・サービスその他,Basic Materials,Lumber & Wood Production,JPY,104.0,192.541,0.5401447,2948619264,,,,-1.2,9105999872,0.0664,0.019,1807000064,5968999936,1.92,2026-04-30
4611,4611.T,"Dai Nippon Toryo Company, Limited",大日本塗料,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1231.0,2276.711,0.54069227,35158507520,4.338173,,0.11494,283.76,87650000896,0.0481,0.08835,11187000320,15153000448,4.66,2026-04-30
8891,8891.T,"AMG Holdings Co.,Ltd.",ＡＭＧホールディングス,スタンダード（内国株式）,不動産業,不動産,Real Estate,Real Estate Services,JPY,2276.0,4208.629,0.5407937,6375417344,6.2443414,,0.12255,364.49,32322000896,0.08327,0.04251,3273999872,12952000512,3.0,2026-04-30
6150,6150.T,"Takeda Machinery Co., Ltd.",タケダ機械,スタンダード（内国株式）,機械,機械,Industrials,Metal Fabrication,JPY,3135.0,5794.67,0.54101443,2881983488,11.209239,,0.043130003,279.68,4387999744,0.00717,0.0515,1559000064,1090000000,2.61,2026-04-30
5391,5391.T,A&A Material Corporation,エーアンドエーマテリアル,スタンダード（内国株式）,ガラス・土石製品,建設・資材,Industrials,Building Products & Equipment,JPY,1361.0,2514.797,0.54119676,7525924352,100.74019,,0.00565,13.51,45427998720,0.03023,0.0023999999,349000000,7489999872,4.35,2026-04-30
4208,4208.T,UBE Corporation,ＵＢＥ,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,2369.5,4373.067,0.5418394,230175539200,39.957844,6.8997145,0.08762,59.3,459331010560,0.05135,0.07703,53071998976,355045015552,4.6,2026-04-30
8343,8343.T,"The Akita Bank, Ltd.",秋田銀行,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,5450.0,10044.539,0.5425834,96979173376,12.626848,,0.049650002,431.62,46348001280,0.28124002,0.18511999,402785992704,167647002624,3.56,2026-04-30
2286,2286.T,"Hayashikane Sangyo Co.,Ltd.",林兼産業,スタンダード（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,872.0,1606.273,0.5428716,7121008128,4.7671113,,0.114379995,182.92,45240999936,0.06098,0.03148,2512000000,7186999808,4.89,2026-04-30
3787,3787.T,"Techno Mathematical Co., Ltd.",テクノマセマティカル,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Software - Application,JPY,385.0,708.843,0.5431386,998289216,,,0.0137,-63.02,681000000,0.41445,0.03671,672000000,0,,2026-04-30
3954,3954.T,Showa Paxxs Corporation,昭和パックス,スタンダード（内国株式）,パルプ・紙,素材・化学,Consumer Cyclical,Packaging & Containers,JPY,3110.0,5725.277,0.5432052,13652918272,11.442657,,0.050100002,271.79,23470999552,0.06604,0.0533,9669999616,1259000064,1.25,2026-04-30
2877,2877.T,NittoBest Corporation,日東ベスト,スタンダード（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,732.0,1347.51,0.54322416,8855643136,17.831913,,0.028350001,41.05,57101000704,0.02142,0.00748,5392000000,8590999552,1.64,2026-04-30
9890,9890.T,"Makiya Co., Ltd.",マキヤ,スタンダード（内国株式）,小売業,小売,Consumer Defensive,Grocery Stores,JPY,1190.0,2190.003,0.5433783,11905957888,7.6913133,,0.06448,154.72,93101998080,0.028889999,0.01465,4381000192,4527000064,2.52,2026-04-30
5951,5951.T,"Dainichi Co., Ltd.",ダイニチ工業,スタンダード（内国株式）,金属製品,建設・資材,Consumer Cyclical,"Furnishings, Fixtures & Appliances",JPY,1007.0,1852.765,0.543512,16298279936,12.099002,,0.05722,83.23,20654000128,0.19882,0.08066,9475000320,0,2.16,2026-04-30
3280,3280.T,"STrust Co.,Ltd.",エストラスト,スタンダード（内国株式）,不動産業,不動産,Real Estate,Real Estate - Diversified,JPY,971.0,1785.478,0.54383194,5884262912,4.1349063,,0.13951999,234.83,22313000960,-0.0088,0.06364,7870000128,24085999616,3.41,2026-04-30
6325,6325.T,"Takakita Co., Ltd.",タカキタ,スタンダード（内国株式）,機械,機械,Industrials,Farm & Heavy Construction Machinery,JPY,403.0,738.628,0.5456062,4551364096,11.557213,8.76087,0.02162,34.87,5486018048,0.10163999,0.012,1063273984,70000000,2.48,2026-04-30
6654,6654.T,"Fuji Electric Industry Co., Ltd.",不二電機工業,スタンダード（内国株式）,電気機器,電機・精密,Industrials,Electrical Equipment & Parts,JPY,1086.0,1988.646,0.5461002,5637501952,24.542374,,0.02268,44.25,3776999936,0.07966,0.062480003,3900000000,120000000,2.94,2026-04-30
4249,4249.T,"Moriroku Company, Ltd.",森六,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,2444.0,4472.11,0.5464982,34970415104,,,-0.09842,-479.25,135726997504,0.00863,-0.051409997,16504000512,20185999360,4.76,2026-04-30
7521,7521.T,"Musashi Co., Ltd.",ムサシ,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Conglomerates,JPY,2814.0,5141.572,0.54730344,19175325696,5.9932275,12.369231,0.047519997,469.53,37262999552,0.01579,0.04364,22279999488,3516000000,1.25,2026-04-30
4538,4538.T,"Fuso Pharmaceutical Industries,Ltd.",扶桑薬品工業,プライム（内国株式）,医薬品,医薬品,Healthcare,Drug Manufacturers - Specialty & Generic,JPY,2229.0,4059.082,0.54913896,19030409216,,,,-467.27,62169001984,0.06586,0.03317,6880000000,33724999680,4.05,2026-04-30
1807,1807.T,"Watanabe Sato Co., Ltd.",佐藤渡辺,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,1926.0,3504.079,0.5496451,12027017216,10.30222,,0.052160002,186.95,36513001472,0.057129998,0.030369999,4632000000,1423000064,4.06,2026-04-30
4976,4976.T,"Toyo Drilube Co., Ltd.",東洋ドライルーブ,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1450.0,2636.893,0.54988956,5759543296,9.120645,,0.061869998,158.98,5296000000,0.11599,0.11915,3888999936,762000000,2.27,2026-04-30
7624,7624.T,"Naito & Co., Ltd.",ＮａＩＴＯ,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Industrial Distribution,JPY,132.0,239.896,0.55023843,7228482560,25.433525,,0.02181,5.19,43518001152,0.01804,0.00653,82000000,101000000,3.03,2026-04-30
2138,2138.T,"CROOZ, Inc.",クルーズ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Software - Application,JPY,512.0,929.166,0.55103177,4898672640,,25.989847,-0.039690003,-37.0,11708000256,-0.0038800002,-0.031600002,6730999808,19636000768,,2026-04-30
7254,7254.T,Univance Corporation,ユニバンス,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,798.0,1447.978,0.5511133,16652989440,7.8442936,,0.09348,101.73,54839001088,0.083009996,0.047870003,9857999872,408000000,2.03,2026-04-30
7908,7908.T,"Kimoto Co., Ltd.",きもと,スタンダード（内国株式）,化学,素材・化学,Technology,Electronic Components,JPY,237.0,429.985,0.55118203,10348819456,18.809523,,0.029879998,12.6,10545999872,0.023529999,0.05357,11139999744,0,3.32,2026-04-30
8928,8928.T,Anabuki Kosan Inc.,穴吹興産,スタンダード（内国株式）,不動産業,不動産,Real Estate,Real Estate Services,JPY,2507.0,4547.755,0.551261,26741669888,4.962784,,0.1166,505.16,147807993856,0.086289994,0.03645,15105000448,70982000640,2.82,2026-04-30
9997,9997.T,"Belluna Co., Ltd.",ベルーナ,プライム（内国株式）,小売業,小売,Consumer Cyclical,Specialty Retail,JPY,843.0,1528.951,0.5513584,81075191808,8.489426,9.941037,0.0777,99.3,216569004032,0.09024,0.051680002,36286001152,151638999040,3.54,2026-04-30
4920,4920.T,"Nippon Shikizai, Inc.",日本色材工業研究所,スタンダード（内国株式）,化学,素材・化学,Consumer Defensive,Household & Personal Products,JPY,1154.0,2086.263,0.5531422,2346982144,7.122138,,0.08327,162.03,16643000320,0.032560002,0.020130001,1092999936,9882000384,2.59,2026-04-30
6022,6022.T,Akasaka Diesels Limited,赤阪鐵工所,スタンダード（内国株式）,機械,機械,Industrials,Aerospace & Defense,JPY,2919.0,5270.983,0.55378664,3907055104,25.569376,,0.04118,114.16,10695744512,0.0130900005,0.030669998,3073938944,4075977984,0.92,2026-04-30
8091,8091.T,"Nichimo Co., Ltd.",ニチモウ,プライム（内国株式）,卸売業,商社・卸売,Consumer Defensive,Packaged Foods,JPY,2246.0,4053.538,0.5540838,18869878784,6.435899,3.4040618,0.09714,348.98,140923994112,0.0358,0.022130001,8400000000,40044998656,4.34,2026-04-30
3417,3417.T,"Ohki Healthcare Holdings Co.,Ltd.",大木ヘルスケアホールディングス,スタンダード（内国株式）,卸売業,商社・卸売,Healthcare,Pharmaceutical Retailers,JPY,1350.0,2435.76,0.5542418,18415857664,6.502577,,0.07596,207.61,359404994560,0.00225,0.00677,5768999936,12220999680,2.1,2026-04-30
4574,4574.T,"Taiko Pharmaceutical Co.,Ltd.",大幸薬品,プライム（内国株式）,医薬品,医薬品,Healthcare,Drug Manufacturers - Specialty & Generic,JPY,292.0,525.895,0.5552439,14673346560,15.895481,63.478264,0.20142001,18.37,22456000512,0.21345,0.18605,4944000000,94000000,1.19,2026-04-30
4116,4116.T,"Dainichiseika Color & Chemicals Mfg. Co., Ltd.",大日精化工業,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1065.0,1918.013,0.55526215,72713256960,12.127078,,0.053839996,87.82,123475001344,0.06554,0.055359997,20182999040,21912000512,11.58,2026-04-30
3598,3598.T,"Yamaki Co.,Ltd.",山喜,スタンダード（内国株式）,繊維製品,素材・化学,Consumer Cyclical,Apparel Manufacturing,JPY,164.0,295.058,0.5558229,2325009664,36.68904,,0.00307,4.47,10208000000,-0.07786,0.00127,1956000000,4140000000,1.74,2026-04-30
3865,3865.T,Hokuetsu Corporation,北越コーポレーション,プライム（内国株式）,パルプ・紙,素材・化学,Basic Materials,Paper & Paper Products,JPY,892.0,1601.31,0.5570439,141661880320,12.921918,8.928928,0.04042,69.03,288912998400,0.04586,0.036340002,18069000192,101295996928,2.91,2026-04-30
1914,1914.T,"Japan Foundation Engineering Co., Ltd.",日本基礎技術,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,732.0,1313.873,0.55713147,13389542400,12.0078745,28.59375,0.0471,60.96,28024999936,0.06956,0.03936,5550000128,6936999936,3.61,2026-04-30
1873,1873.T,"Nihon House Holdings Co., Ltd.",日本ハウスホールディングス,プライム（内国株式）,建設業,建設・資材,Consumer Cyclical,Residential Construction,JPY,304.0,543.325,0.5595178,12159450112,54.774773,,,5.55,30539999232,0.015620001,0.00769,4972000256,10483999744,3.61,2026-04-30
9713,9713.T,"The Royal Hotel, Limited",ロイヤルホテル,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Lodging,JPY,898.0,1604.595,0.5596428,13715262464,6.2348123,,0.073920004,144.03,29316999168,0.15724,0.058769997,11916000256,374000000,0.55,2026-04-30
6445,6445.T,JANOME Corporation,ジャノメ,プライム（内国株式）,機械,機械,Consumer Cyclical,"Furnishings, Fixtures & Appliances",JPY,1119.0,1996.736,0.5604146,18792351744,34.23065,,0.01962,32.69,37864001536,0.061680004,0.01733,7948000256,1759000064,4.86,2026-04-30
2907,2907.T,"Ahjikan Co., Ltd.",あじかん,スタンダード（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,1315.0,2345.043,0.56075734,9843362816,12.409172,,0.030250002,105.97,51000000512,0.04053,0.01045,2014000000,5132000256,3.92,2026-04-30
9306,9306.T,"Toyo Logistics Co., Ltd.",東陽倉庫,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流,Industrials,Integrated Freight & Logistics,JPY,2092.0,3728.258,0.56112,15704625152,9.291996,,0.05862,225.14,29785999360,0.04844,0.05335,5597000192,15166999552,2.84,2026-04-30
3943,3943.T,"Ohishi Sangyo Co., Ltd.",大石産業,スタンダード（内国株式）,パルプ・紙,素材・化学,Consumer Cyclical,Packaging & Containers,JPY,1354.0,2412.949,0.5611391,10622066688,13.329395,,0.03232,101.58,23342000128,0.03306,0.02609,6048999936,422000000,3.83,2026-04-30
5401,5401.T,Nippon Steel Corporation,日本製鉄,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,Basic Materials,Steel,JPY,571.6,1018.28,0.56133866,2987381227520,,1.0244094,-0.00414,-2.31,9399351377920,0.04804,-0.00605,508081012736,5261866041344,4.15,2026-04-30
8135,8135.T,Zett Corporation,ゼット,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Cyclical,Leisure,JPY,428.0,762.19,0.56153977,8378025472,2.8778913,,0.066,148.72,57963999232,0.01492,0.01656,10224000000,276000000,4.06,2026-04-30
3529,3529.T,"Atsugi Co., Ltd.",アツギ,スタンダード（内国株式）,繊維製品,素材・化学,Consumer Cyclical,Apparel Manufacturing,JPY,1133.0,2013.39,0.5627325,18145953792,,,-0.056649998,-64.35,21713000448,-0.05867,-0.086540006,3460000000,309000000,,2026-04-30
4531,4531.T,"Yuki Gosei Kogyo Co., Ltd.",有機合成薬品工業,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Chemicals,JPY,348.0,618.237,0.56289095,7521916928,10.7940445,,0.05076,32.24,15306000384,0.03223,0.043319996,1012000000,8657000448,2.86,2026-04-30
3513,3513.T,"Ichikawa Co., Ltd.",イチカワ,スタンダード（内国株式）,繊維製品,素材・化学,Basic Materials,Paper & Paper Products,JPY,3160.0,5612.645,0.5630144,13295586304,12.520802,,0.045500003,252.38,14133999616,0.12751001,0.07316,5973000192,844000000,2.67,2026-04-30
4361,4361.T,"Kawaguchi Chemical Industry Co., Ltd",川口化学工業,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1451.0,2573.6,0.56380165,1766390784,5.91955,,0.10305,245.12,8759000064,0.049099997,0.03528,1367000064,3651000064,4.09,2026-04-30
6882,6882.T,"Sansha Electric Manufacturing Co.,Ltd.",三社電機製作所,スタンダード（内国株式）,電気機器,電機・精密,Industrials,Electrical Equipment & Parts,JPY,1035.0,1834.269,0.56425744,13776345088,39.761814,8.603491,0.0035100002,26.03,25684000768,0.04257,0.0033500001,6044000256,2584000000,5.76,2026-04-30
5612,5612.T,Nippon Chutetsukan K.K.,日本鋳鉄管,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄,Industrials,Building Products & Equipment,JPY,1628.0,2884.834,0.5643306,5230780416,57.344135,,0.011360001,28.39,15941999616,0.03573,0.0057099997,3880999936,9649000448,3.01,2026-04-30
3953,3953.T,"Ohmura Shigyo Co.,Ltd.",大村紙業,スタンダード（内国株式）,パルプ・紙,素材・化学,Consumer Cyclical,Packaging & Containers,JPY,778.0,1377.777,0.5646778,2770972928,,,-0.01316,-26.76,5945999872,0.07581,-0.0111,2648000000,214000000,7.71,2026-04-30
2795,2795.T,Nippon Primex Inc.,日本プリメックス,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Specialty Industrial Machinery,JPY,897.0,1588.118,0.56481946,4639992832,12.10363,,0.041479997,74.11,6792000000,0.076220006,0.04918,5096000000,0,2.79,2026-04-30
5218,5218.T,Ohara Inc.,オハラ,スタンダード（内国株式）,ガラス・土石製品,建設・資材,Technology,Electronic Components,JPY,1227.0,2170.602,0.565281,29122148352,17.26467,14.945189,0.03621,71.07,29197000704,0.04585,0.06038,14215000064,6211999744,2.05,2026-04-30
5449,5449.T,"Osaka Steel Co., Ltd.",大阪製鐵,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄,Basic Materials,Steel,JPY,2466.0,4360.766,0.565497,73780224000,1666.2162,,-0.00083,1.48,100185997312,-0.0034400001,-0.00119,20572000256,16376000512,1.4,2026-04-30
4410,4410.T,"Harima Chemicals Group, Inc.",ハリマ化成グループ,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,890.0,1573.008,0.56579494,21636100096,21.59146,,0.04822,41.22,103210000384,0.03857,0.017860001,4922999808,42639998976,4.59,2026-04-30
3248,3248.T,"Early Age Co., Ltd.",アールエイジ,スタンダード（内国株式）,不動産業,不動産,Real Estate,Real Estate - Diversified,JPY,844.0,1489.247,0.56672937,2684597760,9.585463,,0.06573,88.05,3398000128,0.15167,0.08976,1336999936,9674000384,4.19,2026-04-30
4494,4494.T,Vario Secure Inc.,バリオセキュア,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Software - Infrastructure,JPY,752.0,1326.862,0.5667507,3397937664,9.038462,,0.059510004,83.2,2700355072,0.21583,0.12833,780678976,1114060032,,2026-04-30
9896,9896.T,"JK Holdings Co., Ltd.",ＪＫホールディングス,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Conglomerates,JPY,1356.0,2391.993,0.5668913,35562123264,9.167737,,0.05939,147.91,397366984704,0.02276,0.00969,51739000832,27741999104,4.39,2026-04-30
4994,4994.T,"Taisei Lamick Group Head Quarter & Innovation Co.,Ltd.",大成ラミックグループ,スタンダード（内国株式）,化学,素材・化学,Consumer Cyclical,Packaging & Containers,JPY,2339.0,4125.573,0.5669515,14307952640,10.61156,10.3176,0.056939997,220.42,31960999936,0.052259997,0.04462,3660999936,0,2.97,2026-04-30
7614,7614.T,"OM2 Network Co.,Ltd.",オーエムツーネットワーク,スタンダード（内国株式）,小売業,小売,Consumer Defensive,Food Distribution,JPY,1542.0,2719.229,0.5670725,10268548096,10.348993,,0.05342,149.0,35370999808,0.05163,0.026689999,10910999552,814000000,2.31,2026-04-30
8869,8869.T,Meiwa Estate Company Limited,明和地所,スタンダード（内国株式）,不動産業,不動産,Real Estate,Real Estate Services,JPY,911.0,1605.02,0.5675942,21360840704,3.511409,7.998244,0.15001,259.44,101259001856,0.024389999,0.0525,31168999424,80118996992,4.35,2026-04-30
3571,3571.T,"Sotoh Co., Ltd.",ソトー,スタンダード（内国株式）,繊維製品,素材・化学,Consumer Cyclical,Textile Manufacturing,JPY,704.0,1238.783,0.5682997,8579249664,29.114971,,0.01854,24.18,10593999872,-0.03439,0.02643,1128000000,578000000,7.11,2026-04-30
7537,7537.T,Marubun Corporation,丸文,プライム（内国株式）,卸売業,商社・卸売,Technology,Electronics & Computer Distribution,JPY,1166.0,2051.546,0.5683519,30599503872,9.7630415,4.7650185,0.05764,119.43,211705004032,0.030940002,0.01388,24323000320,49460998144,4.27,2026-04-30
7299,7299.T,Fuji Oozx Inc.,フジオーゼックス,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,1782.0,3126.136,0.5700328,17522980864,7.7708006,,0.074039996,229.32,28395999232,0.08372,0.08096,5391000064,360000000,2.95,2026-04-30
5987,5987.T,ONEX Corporation,オーネックス,スタンダード（内国株式）,金属製品,建設・資材,Industrials,Metal Fabrication,JPY,1908.0,3346.766,0.5701026,3158938112,13.526159,,0.0431,141.06,5180000256,0.097770005,0.04479,2513999872,1470000000,1.03,2026-04-30
8387,8387.T,"The Shikoku Bank, Ltd.",四国銀行,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,2559.0,4488.418,0.57013404,106869907456,16.31599,,0.09653,156.84,53284999168,0.27794,0.3197,160461996032,213524004864,2.3,2026-04-30
1866,1866.T,Kitano Construction Corp.,北野建設,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,1159.0,2032.719,0.57017225,28188174336,10.646702,,0.07033,108.86,77724000256,0.048270002,0.043309998,11448000512,0,2.33,2026-04-30
1811,1811.T,The Zenitaka Corporation,錢高組,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,8800.0,15430.076,0.57031476,63021965312,15.3821945,,0.04146,572.09,130655002624,0.01682,0.0326,33295998976,33300000768,1.28,2026-04-30
2664,2664.T,Cawachi Limited,カワチ薬品,プライム（内国株式）,小売業,小売,Healthcare,Pharmaceutical Retailers,JPY,2967.0,5201.295,0.57043487,66265714688,14.339568,,0.03799,206.91,285806985216,0.02011,0.0,42426998784,14798000128,3.44,2026-04-30
3627,3627.T,Tecmira Holdings Inc.,テクミラホールディングス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Software - Infrastructure,JPY,291.0,509.979,0.5706117,3512239616,,7.220844,-0.00542,-4.99,10405091328,0.034679998,-0.00565,2883045120,3013929984,2.11,2026-04-30
6493,6493.T,NITTAN Corporation,ＮＩＴＴＡＮ,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,601.0,1051.78,0.57141227,17312145408,8.566134,,0.08814,70.16,51469000704,0.069910005,0.043909997,11756000256,12357000192,3.28,2026-04-30
4331,4331.T,"Take and Give. Needs Co., Ltd",テイクアンドギヴ・ニーズ,プライム（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Personal Services,JPY,690.0,1207.494,0.5714314,10075479040,,4.7916665,,-5.27,47611990016,-0.04674,-0.00213,7765000192,25176000512,5.77,2026-04-30
3435,3435.T,"Sanko Techno Co., Ltd.",サンコーテクノ,スタンダード（内国株式）,金属製品,建設・資材,Industrials,Metal Fabrication,JPY,1371.0,2398.899,0.5715122,10850731008,10.151795,,0.052789997,135.05,21219000320,0.07337,0.0467,3735000064,3284999936,3.17,2026-04-30
7872,7872.T,"Estelle Holdings Co.,Ltd.",エステールホールディングス,スタンダード（内国株式）,その他製品,情報通信・サービスその他,Consumer Cyclical,Luxury Goods,JPY,592.0,1035.641,0.57162666,6202721280,,,-0.045900002,-62.31,31992999936,0.01985,-0.01794,4401999872,9728000000,4.55,2026-04-30
6358,6358.T,"Sakai Heavy Industries, Ltd.",酒井重工業,プライム（内国株式）,機械,機械,Industrials,Farm & Heavy Construction Machinery,JPY,2028.0,3536.201,0.5734968,17390899200,30.736586,7.6629515,0.016,65.98,26304999424,-0.00017999999,0.018129999,7411999744,5182000128,5.12,2026-04-30
4247,4247.T,"POVAL KOGYO Co., Ltd.",ポバール興業,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1283.0,2234.517,0.5741733,3380158464,18.447159,,0.03663,69.55,3615000064,0.103870004,0.06058,961000000,220000000,3.03,2026-04-30
